Method	ID	Species	Fishery	Year	Quarter	Tno	0	1	2	3	4	5	6	7	8	9
DMPAB	289	BET	LL	1991	1	491152	21	298	1740	39587	127779	138193	92273	41176	21532	28553
DMPAB	290	BET	LL	1991	2	303184	1	176	1830	18544	68041	77744	55582	35975	21553	23738
DMPAB	291	BET	LL	1991	3	239093	0	3	126	28507	77717	72223	32049	12394	7320	8754
DMPAB	292	BET	LL	1991	4	268572	2	61	357	20745	77541	85598	48476	19595	8933	7264
DMPAB	293	BET	LL	1992	1	151618	0	135	1075	10045	38446	48296	32652	10428	4424	6117
DMPAB	294	BET	LL	1992	2	275527	1	242	910	14384	88288	90619	43440	16715	8917	12011
DMPAB	295	BET	LL	1992	3	371202	10	4859	26892	36870	154440	77377	33740	15207	10101	11706
DMPAB	296	BET	LL	1992	4	669196	5	127	3199	76571	277083	157293	70105	34117	24519	26177
DMPAB	297	BET	LL	1993	1	304400	7	58	288	14656	88215	103587	44803	21709	14153	16924
DMPAB	298	BET	LL	1993	2	376460	0	2	122	20041	79888	98321	62461	37381	30143	48101
DMPAB	299	BET	LL	1993	3	319783	1	82	2485	28648	105777	92417	31848	15838	13861	28826
DMPAB	300	BET	LL	1993	4	809440	24	533	9783	94470	252921	231995	101434	44219	29731	44330
DMPAB	301	BET	LL	1994	1	574231	1	96	3921	76681	187306	135975	66529	34473	26925	42324
DMPAB	302	BET	LL	1994	2	364036	0	108	3187	36516	102759	78271	44492	28101	26935	43667
DMPAB	303	BET	LL	1994	3	441105	8	52	2367	62487	129606	100228	58186	33324	24685	30162
DMPAB	304	BET	LL	1994	4	587641	4	80	2289	72810	151429	162133	88686	41095	29222	39893
DMPAB	305	BET	LL	1995	1	479931	16	534	4241	79587	150302	100681	53005	30408	22702	38455
DMPAB	306	BET	LL	1995	2	357435	0	12	744	66836	128288	71863	30140	17666	15060	26826
DMPAB	307	BET	LL	1995	3	586855	5	479	9106	162828	186985	123343	49393	20030	13869	20817
DMPAB	308	BET	LL	1995	4	821995	2	352	10930	181624	260422	191387	77101	35550	26197	38430
DMPAB	309	BET	LL	1996	1	473523	2	281	4569	72754	156559	100685	42860	23166	23350	49297
DMPAB	310	BET	LL	1996	2	379116	1	37	1736	43047	106497	102528	44053	20452	19645	41120
DMPAB	311	BET	LL	1996	3	645752	27	453	5275	120878	209847	150536	66757	31613	22406	37960
DMPAB	312	BET	LL	1996	4	861782	33	778	7187	131400	270586	227918	98433	43985	31156	50306
DMPAB	313	BET	LL	1997	1	623897	7	293	4338	90408	247136	126423	56286	27045	22716	49245
DMPAB	314	BET	LL	1997	2	522620	0	126	2303	93619	154609	114255	46043	26711	25666	59288
DMPAB	315	BET	LL	1997	3	703749	5	309	3691	92383	273091	189024	69971	28327	18428	28520
DMPAB	316	BET	LL	1997	4	827706	2	208	5152	117863	300564	202314	89344	39419	25965	46875
DMPAB	317	BET	LL	1998	1	602506	3	67	2688	126291	181488	146118	66082	30910	20632	28227
DMPAB	318	BET	LL	1998	2	580518	2	804	4276	130495	180382	118896	56847	29545	22775	36496
DMPAB	319	BET	LL	1998	3	678467	9	1410	10153	125927	246897	157989	61069	24763	18029	32221
DMPAB	320	BET	LL	1998	4	1011664	3	912	18922	186017	370500	249109	87959	36642	26302	35298
DMPAB	321	BET	LL	1999	1	549862	1	336	11574	110311	192190	133750	46191	19573	14414	21522
DMPAB	322	BET	LL	1999	2	602124	4	179	13018	119933	181491	153441	61690	26991	19320	26057
DMPAB	323	BET	LL	1999	3	728605	3	45	14322	130605	228911	173406	78272	39859	27331	35851
DMPAB	324	BET	LL	1999	4	854072	0	42	7409	149840	271241	209180	88498	46759	35411	45692
DMPAB	325	BET	LL	2000	1	601082	0	20	4445	146908	169948	132474	56777	28276	23417	38817
DMPAB	326	BET	LL	2000	2	613393	7	75	8544	146330	173970	150876	55666	24342	18932	34651
DMPAB	327	BET	LL	2000	3	695729	7	455	15347	163093	249518	166878	49677	17936	12390	20428
DMPAB	328	BET	LL	2000	4	605465	8	434	11026	117555	163735	144105	60565	32100	28237	47700
DMPAB	329	BET	LL	2001	1	710468	18	431	5054	138535	266597	132004	58950	31684	26652	50543
DMPAB	330	BET	LL	2001	2	562597	2	98	6570	133122	182942	106646	55780	28156	20886	28395
DMPAB	331	BET	LL	2001	3	628510	6	124	14079	171843	221822	119320	45702	17769	12311	25534
DMPAB	332	BET	LL	2001	4	580479	0	57	6384	117627	201867	132720	56770	23429	15478	26147
DMPAB	333	BET	LL	2002	1	554731	3	46	4240	74747	181779	145460	68294	30025	19234	30903
DMPAB	334	BET	LL	2002	2	533320	1	27	2268	77511	181258	136221	64540	27843	16830	26821
DMPAB	335	BET	LL	2002	3	607875	1	66	2556	91382	234240	160478	55253	23015	15495	25389
DMPAB	336	BET	LL	2002	4	857590	0	74	2639	66799	274776	244387	117194	56066	37434	58221
DMPAB	337	BET	LL	2003	1	677608	1	73	6239	48973	184218	203180	106858	48486	30841	48739
DMPAB	338	BET	LL	2003	2	612516	3	133	8663	42153	149159	180166	106263	52603	31130	42243
DMPAB	339	BET	LL	2003	3	536410	2	96	1826	41980	221126	172818	53214	18631	11072	15645
DMPAB	340	BET	LL	2003	4	451342	4	162	2637	32322	136618	125236	67777	33854	22211	30521
DMPAB	341	BET	LL	2004	1	566371	0	8	1448	32962	156449	169626	89892	44516	30095	41375
DMPAB	342	BET	LL	2004	2	506830	0	7	2118	30814	120680	150509	90360	46069	29377	36896
DMPAB	343	BET	LL	2004	3	671349	0	27	1825	63483	222362	211021	94719	37583	20333	19996
DMPAB	344	BET	LL	2004	4	703773	1	87	4249	48414	196872	217277	118842	52480	30374	35177
DMPAB	345	BET	LL	2005	1	515077	1	52	4470	35481	124344	143446	88916	45300	30879	42188
DMPAB	346	BET	LL	2005	2	439217	0	7	1505	21368	106003	112000	71811	41991	33679	50853
DMPAB	347	BET	LL	2005	3	602864	2134	29406	8803	54519	183314	175457	73301	31063	19534	25333
DMPAB	348	BET	LL	2005	4	434800	836	11520	3669	26628	106623	124401	69573	34059	23281	34210
DMPAB	349	BET	LL	2006	1	507951	1404	19339	5882	23599	104713	142604	83691	44080	33086	49553
DMPAB	350	BET	LL	2006	2	386327	826	11394	4526	17920	88263	98509	59044	33585	27207	45053
DMPAB	351	BET	LL	2006	3	376598	150	2071	2550	33562	123821	114039	50144	21052	12890	16319
DMPAB	352	BET	LL	2006	4	611307	475	6576	2799	37627	153408	183453	103008	48572	31997	43392
DMPAB	353	BET	LL	2007	1	509184	0	13	842	22438	126366	149695	88260	45484	31857	44229
DMPAB	354	BET	LL	2007	2	422312	0	2	1904	19011	102275	118031	68688	39078	30827	42496
DMPAB	355	BET	LL	2007	3	322277	2	26	1079	28865	102550	95474	47264	19903	12225	14889
DMPAB	356	BET	LL	2007	4	635718	16	35	925	28708	156999	204045	108781	52415	35579	48215
DMPAB	357	BET	LL	2008	1	342556	6	2	262	16002	83573	101954	58059	31306	22280	29112
DMPAB	358	BET	LL	2008	2	296824	4	2	197	10848	64380	86534	53439	30080	22405	28935
DMPAB	359	BET	LL	2008	3	191375	14	2	260	17993	62468	49608	26470	13393	9495	11672
DMPAB	360	BET	LL	2008	4	568032	22	3	408	24336	154588	166974	90409	48386	35227	47679
DMPAB	361	BET	LL	2009	1	352484	23	54	1313	11532	84404	120484	60763	27637	18353	27921
DMPAB	362	BET	LL	2009	2	283663	20	36	669	10635	64111	87604	51083	24863	17287	27355
DMPAB	363	BET	LL	2009	3	219092	1	9	223	11330	61653	68884	35580	15904	10555	14953
DMPAB	364	BET	LL	2009	4	450541	0	1	384	14938	96757	140942	83857	41819	29214	42629
DMPAB	365	BET	LL	2010	1	299788	54	18	442	16730	74435	86878	49582	26013	18984	26652
DMPAB	366	BET	LL	2010	2	185436	19	57	400	9300	48448	56496	31541	15419	10644	13112
DMPAB	367	BET	LL	2010	3	173784	0	47	679	20097	57927	44659	23895	10912	6859	8709
DMPAB	368	BET	LL	2010	4	297400	0	2	509	24079	83252	75856	42825	23403	18268	29206
DMPAB	369	BET	LL	2011	1	462318	3	7	1231	23100	127087	140700	70832	35159	26549	37650
DMPAB	370	BET	LL	2011	2	312098	1	3	724	18434	86448	98866	43058	23598	18276	22690
DMPAB	371	BET	LL	2011	3	186529	0	2	366	22706	60647	46158	18795	11664	10212	15979
DMPAB	372	BET	LL	2011	4	112667	0	2	85	12298	30639	30676	10757	8368	8828	11014
DMPAB	373	BET	LS	1978	2	0	0	0	0	0	0	0	0	0	0	0
DMPAB	374	BET	LS	1978	3	29	0	5	17	6	1	0	0	0	0	0
DMPAB	375	BET	LS	1978	4	773	28	269	407	57	11	1	0	0	0	0
DMPAB	376	BET	LS	1979	1	9	0	3	5	1	0	0	0	0	0	0
DMPAB	377	BET	LS	1979	2	64	24	21	18	1	0	0	0	0	0	0
DMPAB	378	BET	LS	1979	3	15	0	3	8	3	1	0	0	0	0	0
DMPAB	379	BET	LS	1979	4	117	4	41	61	9	2	0	0	0	0	0
DMPAB	380	BET	LS	1980	1	606	8	151	348	93	6	0	0	0	0	0
DMPAB	381	BET	LS	1980	2	846	219	238	307	77	4	1	0	0	0	0
DMPAB	382	BET	LS	1980	3	680	43	269	251	105	12	0	0	0	0	0
DMPAB	383	BET	LS	1980	4	1174	61	476	524	94	17	2	0	0	0	0
DMPAB	384	BET	LS	1981	1	1238	13	265	762	191	7	0	0	0	0	0
DMPAB	385	BET	LS	1981	2	111	27	30	41	12	1	0	0	0	0	0
DMPAB	386	BET	LS	1981	3	103	7	41	37	16	2	0	0	0	0	0
DMPAB	387	BET	LS	1981	4	922	28	354	410	108	21	1	0	0	0	0
DMPAB	388	BET	LS	1982	1	3544	32	732	2056	677	44	3	0	0	0	0
DMPAB	389	BET	LS	1982	2	3709	585	821	1581	672	40	8	2	0	0	0
DMPAB	390	BET	LS	1982	3	4008	283	1686	1384	596	58	1	0	0	0	0
DMPAB	391	BET	LS	1982	4	5167	308	2240	2102	430	76	10	1	0	0	0
DMPAB	392	BET	LS	1983	1	7070	23	91	2761	3822	347	26	0	0	0	0
DMPAB	393	BET	LS	1983	2	13100	22	86	5080	7168	692	52	0	0	0	0
DMPAB	394	BET	LS	1983	3	6996	30	116	2744	3754	328	24	0	0	0	0
DMPAB	395	BET	LS	1983	4	19514	102	402	7686	10390	870	64	0	0	0	0
DMPAB	396	BET	LS	1984	1	10138	202	433	4092	5096	294	21	0	0	0	0
DMPAB	397	BET	LS	1984	2	46608	1489	5474	20470	19037	136	2	0	0	0	0
DMPAB	398	BET	LS	1984	3	53354	2190	11041	21938	17821	345	19	0	0	0	0
DMPAB	399	BET	LS	1984	4	405535	11883	210115	161388	18438	2628	1016	65	2	0	0
DMPAB	400	BET	LS	1985	1	62715	1052	19024	40105	2361	153	19	1	0	0	0
DMPAB	401	BET	LS	1985	2	135134	2561	24714	75065	30810	1982	2	0	0	0	0
DMPAB	402	BET	LS	1985	3	174363	14163	74489	56741	26121	2830	19	0	0	0	0
DMPAB	403	BET	LS	1985	4	766135	74580	323248	268946	85854	12329	1154	24	0	0	0
DMPAB	404	BET	LS	1986	1	274883	1882	50803	181719	37179	3266	34	0	0	0	0
DMPAB	405	BET	LS	1986	2	193402	1189	16011	163447	12501	253	1	0	0	0	0
DMPAB	406	BET	LS	1986	3	370238	3382	37795	262479	61924	4562	92	1	2	1	0
DMPAB	407	BET	LS	1986	4	554556	4855	103476	331116	99019	15800	257	9	15	7	2
DMPAB	408	BET	LS	1987	1	177117	1044	23974	123504	27897	697	1	0	0	0	0
DMPAB	409	BET	LS	1987	2	119191	586	23522	80364	13910	806	3	0	0	0	0
DMPAB	410	BET	LS	1987	3	783741	43885	278666	406975	50832	3150	233	0	0	0	0
DMPAB	411	BET	LS	1987	4	618343	30673	89444	387217	102264	7409	992	312	30	2	0
DMPAB	412	BET	LS	1988	1	194844	66	46279	127665	20419	392	23	0	0	0	0
DMPAB	413	BET	LS	1988	2	187048	216	44410	121396	20136	621	258	11	0	0	0
DMPAB	414	BET	LS	1988	3	981316	19060	303761	588317	66211	2908	1010	37	7	3	2
DMPAB	415	BET	LS	1988	4	669007	37210	267459	324265	36373	3246	441	13	0	0	0
DMPAB	416	BET	LS	1989	1	393854	914	87089	231754	68785	4347	200	661	98	6	0
DMPAB	417	BET	LS	1989	2	445422	59887	168956	165238	49186	2014	45	83	12	1	0
DMPAB	418	BET	LS	1989	3	706729	46755	463600	185145	10890	311	27	1	0	0	0
DMPAB	419	BET	LS	1989	4	664716	10510	269644	360740	19225	4329	259	9	0	0	0
DMPAB	420	BET	LS	1990	1	174447	400	36358	136559	1059	71	0	0	0	0	0
DMPAB	421	BET	LS	1990	2	275073	6245	33274	226489	7961	803	287	14	0	0	0
DMPAB	422	BET	LS	1990	3	826799	71631	345490	362849	33911	12351	567	0	0	0	0
DMPAB	423	BET	LS	1990	4	365963	11169	152134	160404	39558	2622	76	0	0	0	0
DMPAB	424	BET	LS	1991	1	161785	1875	60402	86058	12168	984	237	54	6	1	0
DMPAB	425	BET	LS	1991	2	158517	4597	39841	85197	22609	4465	1467	316	23	2	0
DMPAB	426	BET	LS	1991	3	717232	17178	277865	338191	68681	14008	963	294	46	5	1
DMPAB	427	BET	LS	1991	4	986736	7715	326744	529275	96543	25044	1311	85	14	4	1
DMPAB	428	BET	LS	1992	1	407885	2923	82458	283666	34797	444	1065	1083	710	431	308
DMPAB	429	BET	LS	1992	2	267354	644	6656	227466	29441	3116	31	0	0	0	0
DMPAB	430	BET	LS	1992	3	530446	41933	172036	256065	55966	4205	230	11	0	0	0
DMPAB	431	BET	LS	1992	4	543701	37701	203091	205561	80956	15704	617	68	3	0	0
DMPAB	432	BET	LS	1993	1	558478	6682	219510	273415	53788	3427	443	664	353	136	60
DMPAB	433	BET	LS	1993	2	289808	6681	106219	140177	34683	2017	31	0	0	0	0
DMPAB	434	BET	LS	1993	3	576238	32806	260310	258292	21951	2878	1	0	0	0	0
DMPAB	435	BET	LS	1993	4	732045	40029	291069	352722	37127	10187	853	57	1	0	0
DMPAB	436	BET	LS	1994	1	517854	8120	143317	306991	58546	857	23	0	0	0	0
DMPAB	437	BET	LS	1994	2	583119	4344	147646	356209	73040	1878	2	0	0	0	0
DMPAB	438	BET	LS	1994	3	843591	28496	321049	442571	39321	11623	529	2	0	0	0
DMPAB	439	BET	LS	1994	4	1206633	17471	342025	732916	97891	15624	667	37	2	0	0
DMPAB	440	BET	LS	1995	1	1648043	18030	344923	1096475	175051	11461	1262	345	183	153	160
DMPAB	441	BET	LS	1995	2	1204643	94773	198998	820617	89811	141	106	76	56	37	28
DMPAB	442	BET	LS	1995	3	1052472	110335	289374	518213	116309	12931	2611	1097	570	465	567
DMPAB	443	BET	LS	1995	4	1123124	182350	361578	444697	116824	17421	252	2	0	0	0
DMPAB	444	BET	LS	1996	1	350766	61021	126297	111891	38626	12728	203	0	0	0	0
DMPAB	445	BET	LS	1996	2	479340	94463	151066	166223	61187	6335	64	2	0	0	0
DMPAB	446	BET	LS	1996	3	1644706	96926	662310	750620	80760	43636	7491	1899	626	202	236
DMPAB	447	BET	LS	1996	4	2172590	223104	876922	899810	121368	37415	9944	2540	721	387	379
DMPAB	448	BET	LS	1997	1	2367822	104249	930223	1258962	69561	2633	497	796	504	255	142
DMPAB	449	BET	LS	1997	2	1132885	93384	411126	577753	48962	1099	428	119	13	1	0
DMPAB	450	BET	LS	1997	3	2873471	89990	1259306	1450074	66294	6838	903	64	2	0	0
DMPAB	451	BET	LS	1997	4	2113719	60208	729591	1158475	147224	18033	188	0	0	0	0
DMPAB	452	BET	LS	1998	1	2117849	1618	449721	1313021	299455	51050	1901	944	125	12	2
DMPAB	453	BET	LS	1998	2	572493	72	90251	454571	27466	129	3	1	0	0	0
DMPAB	454	BET	LS	1998	3	651736	23581	244904	311865	50976	17089	2273	675	225	78	70
DMPAB	455	BET	LS	1998	4	897411	49886	305748	420031	96194	21838	2855	646	122	46	45
DMPAB	456	BET	LS	1999	1	1358090	18635	478417	756110	104460	468	0	0	0	0	0
DMPAB	457	BET	LS	1999	2	985990	29793	349775	490088	108607	7425	298	4	0	0	0
DMPAB	458	BET	LS	1999	3	1874087	65855	637334	1007730	119310	36469	5161	1330	468	184	246
DMPAB	459	BET	LS	1999	4	3262733	220369	1033952	1628801	295658	73220	8799	1349	249	136	200
DMPAB	460	BET	LS	2000	1	993834	22674	401138	468107	88852	11512	1314	100	54	42	41
DMPAB	461	BET	LS	2000	2	700099	7871	165674	453757	61050	4441	5032	1865	325	65	19
DMPAB	462	BET	LS	2000	3	2246093	387947	982332	677433	105585	84562	8062	169	3	0	0
DMPAB	463	BET	LS	2000	4	1306280	158523	541419	448570	87714	67966	2044	43	1	0	0
DMPAB	464	BET	LS	2001	1	1208966	43825	349702	721605	81334	11439	1010	50	1	0	0
DMPAB	465	BET	LS	2001	2	948950	69005	224321	583150	62329	9427	627	50	17	8	16
DMPAB	466	BET	LS	2001	3	1727295	250187	987900	400112	56981	28977	2584	385	117	38	14
DMPAB	467	BET	LS	2001	4	1235231	367708	573068	217034	40679	34100	2412	108	35	42	45
DMPAB	468	BET	LS	2002	1	1443548	32567	759425	596083	48414	4170	1781	803	230	57	18
DMPAB	469	BET	LS	2002	2	1022468	71572	300542	600843	42755	5292	794	390	161	73	46
DMPAB	470	BET	LS	2002	3	2713638	301226	1225675	1085781	76362	19364	3248	1213	472	194	103
DMPAB	471	BET	LS	2002	4	1430317	154748	519267	641123	78280	31499	4578	514	206	74	28
DMPAB	472	BET	LS	2003	1	983673	21988	432063	460846	67040	1258	352	118	8	0	0
DMPAB	473	BET	LS	2003	2	409994	25822	135029	234203	13738	847	189	54	36	35	41
DMPAB	474	BET	LS	2003	3	1259066	89643	605324	454451	87434	20906	561	180	168	148	251
DMPAB	475	BET	LS	2003	4	959954	130864	316014	367413	103760	40256	1424	188	30	4	1
DMPAB	476	BET	LS	2004	1	839219	21608	255366	441845	113197	7143	36	18	5	1	0
DMPAB	477	BET	LS	2004	2	469320	36631	190524	197908	39893	4330	34	0	0	0	0
DMPAB	478	BET	LS	2004	3	1304981	128429	319070	693776	120438	40776	2300	179	12	1	0
DMPAB	479	BET	LS	2004	4	1211675	144170	403358	525790	114404	17908	3935	1448	450	148	64
DMPAB	480	BET	LS	2005	1	969139	26807	299562	580068	59217	2352	416	279	159	123	156
DMPAB	481	BET	LS	2005	2	638648	30057	144612	426281	35638	2054	6	0	0	0	0
DMPAB	482	BET	LS	2005	3	1223800	45579	509296	569253	84482	14114	935	129	11	1	0
DMPAB	483	BET	LS	2005	4	845770	30520	227308	430053	117785	29219	7504	2428	664	204	85
DMPAB	484	BET	LS	2006	1	958246	10379	92012	704417	144019	7182	236	1	0	0	0
DMPAB	485	BET	LS	2006	2	596603	38939	95363	416539	43662	2052	31	5	2	4	6
DMPAB	486	BET	LS	2006	3	1153351	120957	423845	503375	93551	10623	893	89	6	4	8
DMPAB	487	BET	LS	2006	4	1172616	96401	505619	430883	129600	9211	677	150	48	19	8
DMPAB	488	BET	LS	2007	1	723573	25619	198151	419402	76848	2928	387	163	46	18	11
DMPAB	489	BET	LS	2007	2	586731	35237	125289	387971	36136	2075	23	0	0	0	0
DMPAB	490	BET	LS	2007	3	2198775	240229	1260489	619864	51413	24500	1466	452	171	95	96
DMPAB	491	BET	LS	2007	4	1435836	95271	721105	528544	81917	7773	1023	161	33	7	2
DMPAB	492	BET	LS	2008	1	741138	28587	281092	379157	49657	2206	362	54	14	6	3
DMPAB	493	BET	LS	2008	2	916131	123576	335298	430773	25777	659	48	0	0	0	0
DMPAB	494	BET	LS	2008	3	2413574	298528	1147858	942451	22952	1723	31	14	9	5	3
DMPAB	495	BET	LS	2008	4	2125924	238106	908578	927673	43217	7272	689	229	105	39	16
DMPAB	496	BET	LS	2009	1	2633051	82660	884359	1594308	67650	844	1062	798	543	401	426
DMPAB	497	BET	LS	2009	2	1101697	111789	351794	619906	18086	83	11	9	8	6	5
DMPAB	498	BET	LS	2009	3	1974100	148905	726841	994617	93364	9808	469	76	15	4	1
DMPAB	499	BET	LS	2009	4	922461	88088	404771	338329	78500	11231	926	422	134	42	18
DMPAB	500	BET	LS	2010	1	2001250	90903	882123	907453	117686	2368	353	140	115	69	40
DMPAB	501	BET	LS	2010	2	674081	53012	127155	465672	25160	2970	111	1	0	0	0
DMPAB	502	BET	LS	2010	3	1536012	131611	861095	518931	24082	293	0	0	0	0	0
DMPAB	503	BET	LS	2010	4	792463	25353	233586	403062	124364	6051	42	5	0	0	0
DMPAB	504	BET	LS	2011	1	2065583	59722	761289	1137629	102599	3639	510	135	40	13	7
DMPAB	505	BET	LS	2011	2	625806	19776	96227	479131	29390	996	273	13	0	0	0
DMPAB	506	BET	LS	2011	3	820880	109440	456467	217638	31565	2392	1678	744	416	273	267
DMPAB	507	BET	LS	2011	4	890621	60336	453363	282029	87756	6180	893	50	12	2	0
DMPAB	508	BET	OTHER	1950	1	693	1	0	635	43	4	4	3	1	1	1
DMPAB	509	BET	OTHER	1950	2	693	1	0	635	43	4	4	3	1	1	1
DMPAB	510	BET	OTHER	1950	3	693	1	0	635	43	4	4	3	1	1	1
DMPAB	511	BET	OTHER	1950	4	693	1	0	635	43	4	4	3	1	1	1
DMPAB	512	BET	OTHER	1951	1	3895	3	1	3627	236	5	6	5	4	3	5
DMPAB	513	BET	OTHER	1951	2	3895	3	1	3627	236	5	6	5	4	3	5
DMPAB	514	BET	OTHER	1951	3	3895	3	1	3627	236	5	6	5	4	3	5
DMPAB	515	BET	OTHER	1951	4	3895	3	1	3627	236	5	6	5	4	3	5
DMPAB	516	BET	OTHER	1952	1	4236	4	1	3942	256	6	7	6	4	4	6
DMPAB	517	BET	OTHER	1952	2	4236	4	1	3942	256	6	7	6	4	4	6
DMPAB	518	BET	OTHER	1952	3	4236	4	1	3942	256	6	7	6	4	4	6
DMPAB	519	BET	OTHER	1952	4	4236	4	1	3942	256	6	7	6	4	4	6
DMPAB	520	BET	OTHER	1953	1	4300	4	1	4002	260	6	7	6	4	4	6
DMPAB	521	BET	OTHER	1953	2	4300	4	1	4002	260	6	7	6	4	4	6
DMPAB	522	BET	OTHER	1953	3	4300	4	1	4002	260	6	7	6	4	4	6
DMPAB	523	BET	OTHER	1953	4	4300	4	1	4002	260	6	7	6	4	4	6
DMPAB	524	BET	OTHER	1954	1	5303	5	1	4940	320	6	8	7	5	4	7
DMPAB	525	BET	OTHER	1954	2	5303	5	1	4940	320	6	8	7	5	4	7
DMPAB	526	BET	OTHER	1954	3	5303	5	1	4940	320	6	8	7	5	4	7
DMPAB	527	BET	OTHER	1954	4	5303	5	1	4940	320	6	8	7	5	4	7
DMPAB	528	BET	OTHER	1955	1	5305	5	1	4940	321	7	8	7	5	4	7
DMPAB	529	BET	OTHER	1955	2	5305	5	1	4940	321	7	8	7	5	4	7
DMPAB	530	BET	OTHER	1955	3	5305	5	1	4940	321	7	8	7	5	4	7
DMPAB	531	BET	OTHER	1955	4	5305	5	1	4940	321	7	8	7	5	4	7
DMPAB	532	BET	OTHER	1956	1	5628	5	2	5241	340	7	9	7	5	5	7
DMPAB	533	BET	OTHER	1956	2	5628	5	2	5241	340	7	9	7	5	5	7
DMPAB	534	BET	OTHER	1956	3	5628	5	2	5241	340	7	9	7	5	5	7
DMPAB	535	BET	OTHER	1956	4	5628	5	2	5241	340	7	9	7	5	5	7
DMPAB	536	BET	OTHER	1957	1	13344	3924	3291	5445	591	60	9	7	5	5	7
DMPAB	537	BET	OTHER	1957	2	13344	3924	3291	5445	591	60	9	7	5	5	7
DMPAB	538	BET	OTHER	1957	3	13344	3924	3291	5445	591	60	9	7	5	5	7
DMPAB	539	BET	OTHER	1957	4	13344	3924	3291	5445	591	60	9	7	5	5	7
DMPAB	540	BET	OTHER	1958	1	13339	3924	3291	5440	591	60	9	7	5	5	7
DMPAB	541	BET	OTHER	1958	2	13339	3924	3291	5440	591	60	9	7	5	5	7
DMPAB	542	BET	OTHER	1958	3	13339	3924	3291	5440	591	60	9	7	5	5	7
DMPAB	543	BET	OTHER	1958	4	13339	3924	3291	5440	591	60	9	7	5	5	7
DMPAB	544	BET	OTHER	1959	1	13346	3924	3291	5445	591	61	9	8	5	5	7
DMPAB	545	BET	OTHER	1959	2	13346	3924	3291	5445	591	61	9	8	5	5	7
DMPAB	546	BET	OTHER	1959	3	13346	3924	3291	5445	591	61	9	8	5	5	7
DMPAB	547	BET	OTHER	1959	4	13346	3924	3291	5445	591	61	9	8	5	5	7
DMPAB	548	BET	OTHER	1960	1	9448	2039	1709	5170	460	36	9	8	5	5	7
DMPAB	549	BET	OTHER	1960	2	10011	2317	1942	5201	478	39	9	8	5	5	7
DMPAB	550	BET	OTHER	1960	3	9417	2024	1696	5169	459	35	9	8	5	5	7
DMPAB	551	BET	OTHER	1960	4	8308	1478	1238	5108	422	28	9	8	5	5	7
DMPAB	552	BET	OTHER	1961	1	12105	3157	2647	5654	559	51	10	8	6	5	8
DMPAB	553	BET	OTHER	1961	2	12572	3387	2840	5680	574	54	10	8	6	5	8
DMPAB	554	BET	OTHER	1961	3	11366	2793	2342	5614	534	46	10	8	6	5	8
DMPAB	555	BET	OTHER	1961	4	10649	2441	2046	5574	510	41	10	8	6	5	8
DMPAB	556	BET	OTHER	1962	1	13754	3304	2770	6933	650	54	11	10	7	6	9
DMPAB	557	BET	OTHER	1962	2	13409	3135	2628	6914	638	51	11	10	7	6	9
DMPAB	558	BET	OTHER	1962	3	12859	2864	2400	6884	620	48	11	10	7	6	9
DMPAB	559	BET	OTHER	1962	4	12081	2481	2079	6841	594	43	11	10	7	6	9
DMPAB	560	BET	OTHER	1963	1	14274	3495	2930	7079	671	56	11	10	7	6	9
DMPAB	561	BET	OTHER	1963	2	13132	2933	2458	7016	633	49	11	10	7	6	9
DMPAB	562	BET	OTHER	1963	3	12922	2829	2371	7005	626	48	11	10	7	6	9
DMPAB	563	BET	OTHER	1963	4	12307	2527	2118	6971	605	43	11	10	7	6	9
DMPAB	564	BET	OTHER	1964	1	14411	3495	2930	7205	679	57	12	10	7	6	10
DMPAB	565	BET	OTHER	1964	2	13268	2933	2458	7142	641	49	12	10	7	6	10
DMPAB	566	BET	OTHER	1964	3	13057	2829	2371	7130	634	48	12	10	7	6	10
DMPAB	567	BET	OTHER	1964	4	12440	2526	2117	7094	613	44	12	11	8	6	9
DMPAB	568	BET	OTHER	1965	1	12441	2331	1954	7443	624	41	12	10	8	8	10
DMPAB	569	BET	OTHER	1965	2	11682	1958	1639	7402	599	37	12	11	7	7	10
DMPAB	570	BET	OTHER	1965	3	11540	1889	1581	7394	594	36	12	10	7	7	10
DMPAB	571	BET	OTHER	1965	4	11128	1686	1412	7369	580	33	12	12	8	7	9
DMPAB	572	BET	OTHER	1966	1	16008	3495	2930	8699	775	57	14	11	8	7	12
DMPAB	573	BET	OTHER	1966	2	14871	2934	2458	8638	738	50	13	12	8	8	12
DMPAB	574	BET	OTHER	1966	3	14663	2831	2372	8627	731	49	13	12	8	8	12
DMPAB	575	BET	OTHER	1966	4	14044	2527	2118	8590	710	45	13	13	9	8	11
DMPAB	576	BET	OTHER	1967	1	17110	3960	3321	8889	817	66	16	12	9	8	12
DMPAB	577	BET	OTHER	1967	2	15820	3324	2786	8821	774	58	15	13	9	8	12
DMPAB	578	BET	OTHER	1967	3	15581	3207	2687	8808	766	56	15	13	9	8	12
DMPAB	579	BET	OTHER	1967	4	14880	2863	2400	8766	742	51	15	14	10	8	11
DMPAB	580	BET	OTHER	1968	1	17105	3960	3320	8881	817	67	17	13	9	8	13
DMPAB	581	BET	OTHER	1968	2	15813	3324	2786	8812	774	59	16	13	9	8	12
DMPAB	582	BET	OTHER	1968	3	15574	3207	2687	8799	766	57	16	13	9	8	12
